tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T18262,Cloud,20-01-2025 15:12,0.117841273,0.319147672,0.17680046,0.406680329,1114,2728,365
T21320,AI,06-01-2025 15:08,-0.167210748,0.531747842,0.224157363,0.043545051,15734,3478,15
T4022,Sports,16-01-2025 13:42,-0.703452905,0.687501458,0.549411079,0.466542946,11864,758,193
T38924,Sports,21-01-2025 23:17,-0.393589508,0.793868555,0.961246189,0.189801201,392,3216,252
T6997,Finance,01-01-2025 17:35,-0.94400115,0.077916051,0.168501861,0.877406245,13043,1251,581
T12846,Finance,09-01-2025 11:48,-0.82818523,0.928915854,0.774609126,0.068297971,12616,1831,597
T7982,AI,06-01-2025 18:43,0.125222561,0.623294793,0.603982619,0.516337878,7270,3901,490
T23685,Finance,23-01-2025 11:33,0.389266654,0.390829211,0.355106252,0.233745805,12593,4779,
T25342,AI,22-01-2025 23:15,-0.052822785,0.855811819,0.562813297,0.626009263,12597,3294,994
T20305,Sports,22-01-2025 21:00,0.547433556,0.616810148,0.346137723,0.27561024,,495,314
T17964,Cloud,10-01-2025 17:26,0.635987452,0.561836244,0.073908573,,9718,2814,257
T33072,AI,06-01-2025 16:04,0.868800432,0.118419682,0.864060316,0.442374649,15960,4862,47
T28053,Finance,05-01-2025 02:09,0.723758607,0.745673806,0.785131315,0.831868237,3639,679,502
T27164,Sports,18-01-2025 04:13,-0.608332082,0.301172949,0.913176828,0.586017421,10966,626,250
T2487,Cloud,03-01-2025 07:14,0.017939336,0.448457758,0.872096995,0.396244398,2328,1792,555
T4991,Sports,17-01-2025 04:30,-0.95021968,0.973436813,0.11191726,0.748415568,2911,2389,920
T11620,Sports,21-01-2025 20:20,0.290821283,0.488327972,0.955359367,0.393206414,13647,3794,50
T31262,Finance,16-01-2025 17:57,0.709544956,0.778809191,0.853733017,0.891352143,8870,4346,855
T3895,Sports,06-01-2025 10:41,0.798409765,0.439507946,0.407309474,0.50404807,6395,3412,500
T12781,Sports,23-01-2025 08:08,-0.738929006,0.344791023,0.43077455,0.651464328,15433,73,586
T14877,Sports,17-01-2025 06:39,-0.337074825,0.351123013,0.345981103,0.692637043,10644,,764
T14079,Cloud,02-01-2025 14:49,0.343446131,0.646762587,,0.846244556,2591,1375,225
T19691,Cloud,06-01-2025 08:17,-0.75536105,0.953814432,0.31091254,0.9827382,1009,4330,559
T18878,Finance,17-01-2025 14:46,-0.401754581,0.74129723,0.403779832,0.881203633,12002,4768,866
T19186,Finance,06-01-2025 18:33,-0.685796416,0.924509157,0.943724139,0.527439186,3077,494,894
T29036,Sports,12-01-2025 08:19,0.671341057,0.41251054,0.537969616,0.072343444,8868,2311,688
,Sports,22-01-2025 13:26,0.524914087,0.871444036,,0.473108463,3437,3071,103
,Sports,19-01-2025 21:57,0.603261513,0.707100899,0.280726649,0.757662596,6789,4757,
T6055,AI,12-01-2025 06:13,-0.474631059,0.42786266,0.159037497,0.428278746,12516,2893,608
T28690,Cloud,11-01-2025 03:20,0.711594418,0.658460986,0.637850413,0.425266856,18924,2580,539
T35390,AI,01-01-2025 22:34,0.313873547,0.218734177,0.807966398,0.769446353,10896,163,593
T12371,AI,13-01-2025 19:23,0.767344188,0.784323624,0.170436347,0.514652817,11771,2640,336
T35254,AI,10-01-2025 17:20,-0.471197607,,0.424319463,0.88315543,16414,347,227
T31428,AI,23-01-2025 13:26,0.408813605,0.856858773,0.038588097,0.418614195,13324,131,988
T20752,AI,17-01-2025 15:50,0.172291967,0.508556337,0.410749583,0.365919072,1185,1900,656
T25544,Cloud,11-01-2025 18:43,-0.243495153,0.229298626,0.87267176,0.029973347,10187,2280,50
T35157,Finance,05-01-2025 23:14,-0.298571842,0.231898956,0.522350861,0.139561512,17597,991,58
T9331,Cloud,17-01-2025 17:40,-0.946460473,0.188343125,0.295593917,0.476150643,18054,4091,760
T20056,Finance,16-01-2025 00:23,0.714822813,0.588272,0.7740606,0.268605036,3619,3102,877
T1357,Cloud,11-01-2025 13:58,-0.38637659,0.383621338,0.960643742,0.593273164,2589,4608,11
T16664,Cloud,02-01-2025 12:10,-0.970849503,0.285041023,0.828199927,0.982987871,,,481
T13234,AI,18-01-2025 06:57,0.194450529,0.50074784,,0.808310244,2078,,946
T11429,Sports,09-01-2025 15:35,0.750302342,0.149756542,0.992677088,0.112106093,9121,3577,401
T21631,,04-01-2025 10:48,-0.356775314,0.587857424,0.018497019,0.024475906,6656,844,533
T29634,Sports,03-01-2025 09:50,-0.969462519,0.289344593,0.369959598,0.46196291,4361,3193,468
T7832,Sports,13-01-2025 21:55,-0.415762921,0.655613232,0.560814032,0.891140358,6014,768,399
T8835,,04-01-2025 10:18,-0.586141014,0.757925201,0.942192027,0.644051439,12352,4607,577
T35732,Cloud,23-01-2025 12:19,0.653531747,0.256945452,0.927123426,0.21425367,6347,2655,914
T6160,Finance,03-01-2025 05:08,-0.305033029,0.422450374,0.422189337,0.187546517,1828,,884
T13438,Finance,02-01-2025 03:49,-0.377288167,0.282345343,0.67872535,0.223276543,354,1343,643
T9290,AI,13-01-2025 17:45,-0.751534472,0.910855458,0.988441455,0.71188048,8879,4704,242
T1224,Sports,06-01-2025 19:26,-0.663740941,0.483192438,0.19124252,0.213525695,3786,2145,730
T10522,Finance,04-01-2025 09:21,0.476436867,0.949531304,0.645453286,0.646300061,,2016,507
,Sports,21-01-2025 14:02,,0.987616862,0.973828158,0.714412681,2542,1347,179
T24130,Cloud,19-01-2025 16:27,-0.258598478,0.76164794,0.567734559,0.534768257,16933,1583,453
T20612,Sports,20-01-2025 21:18,-0.710842048,0.825878206,,0.888180527,5342,3094,335
,Finance,07-01-2025 13:49,-0.601518821,,0.058533448,0.540426432,2967,3693,147
T20509,Finance,17-01-2025 21:02,0.585725315,0.776116184,0.569268291,0.748567972,7659,,323
T34925,Sports,09-01-2025 03:34,0.667421594,0.487414169,0.484202597,0.260801528,9683,2689,872
T13022,Cloud,06-01-2025 12:11,-0.080003449,0.286336064,0.597643526,0.030808982,15099,4388,934
T33344,,03-01-2025 17:51,0.327138925,0.445069011,0.486785887,0.774486494,12195,4026,277
T36942,Finance,07-01-2025 08:10,-0.020303065,0.074080201,0.258372002,0.454159197,4154,3290,567
T33494,AI,12-01-2025 22:17,0.509224583,0.670979589,0.201537694,0.232808266,5109,3739,807
T38251,Sports,15-01-2025 09:46,0.469596305,0.092246191,0.151788684,0.021782965,8273,2157,950
T24722,Cloud,23-01-2025 04:27,-0.761358135,0.201203102,0.072097713,0.1823624,7420,147,91
T5005,AI,05-01-2025 21:22,0.976758137,0.623180318,0.762254529,0.468207579,9859,2113,79
T3589,Sports,13-01-2025 10:07,-0.351458662,,0.211150493,0.753830472,11046,794,621
T15570,AI,22-01-2025 19:57,-0.744191641,0.137546204,0.729086116,0.198641483,2472,3916,131
T15794,Cloud,23-01-2025 05:18,0.20366535,0.889419385,0.208299017,0.689256109,9415,3493,846
T7961,,04-01-2025 00:16,-0.796153537,,0.210883254,0.336530946,3848,3451,940
T36454,Sports,20-01-2025 17:12,0.527877686,0.734814136,0.513110623,0.10590101,9775,,314
T6280,AI,11-01-2025 18:27,0.880450648,0.348238656,0.529877545,,2450,4700,537
T1417,AI,19-01-2025 19:43,-0.884230898,0.75002561,0.966821937,0.266323308,16136,165,742
T425,Cloud,04-01-2025 22:06,,0.818048846,0.63816346,0.654222971,16061,2713,35
T39994,Finance,23-01-2025 09:36,0.044423457,0.858823193,0.17876201,0.038666486,17599,4988,584
T33484,AI,04-01-2025 17:39,0.454137371,0.963239454,0.449835105,0.061606258,1520,3496,121
T3407,Sports,03-01-2025 10:05,0.510198909,0.927998108,0.05979256,0.792512519,78,2116,800
T31401,Sports,03-01-2025 17:05,0.741917571,0.630741696,0.781810607,0.245528889,6262,1353,819
T13665,Sports,02-01-2025 03:36,-0.242473914,0.577542042,0.258713772,0.738804516,19235,1047,897
T11262,Finance,12-01-2025 06:37,-0.484349801,0.26866043,0.64437226,0.896392952,9312,2265,358
T23681,Finance,05-01-2025 15:53,0.666905232,0.813505654,0.358128687,0.951318847,,3874,546
T37037,,05-01-2025 07:37,0.976691064,,0.632843431,,3513,4826,177
T20136,AI,,0.092695364,0.426607477,0.049543285,0.329286979,730,4847,374
T15752,Finance,05-01-2025 20:37,,0.069439029,0.328892533,0.599261382,16884,2126,625
T9587,Cloud,22-01-2025 01:39,0.059861174,0.62840456,0.531705514,0.724089029,18946,3370,913
T1508,Sports,09-01-2025 23:47,-0.713166612,0.338626831,0.531852404,0.606753978,4691,141,671
T18786,Cloud,12-01-2025 13:25,-0.455656367,,0.248915785,0.324343398,764,,285
T30782,Finance,16-01-2025 13:08,0.997635063,0.983162262,0.360180527,0.926290191,12585,3395,314
T33286,Sports,,-0.567331928,0.870204426,0.275907656,,4366,999,509
T1834,AI,,0.056487479,0.520124051,0.339614075,0.926070487,12060,3546,314
T24833,,13-01-2025 04:28,-0.976933575,0.391219067,0.363452538,0.883875218,6846,4625,116
T14467,Sports,11-01-2025 15:43,0.484674479,0.686180896,0.740688827,0.197553426,6145,4473,299
T20754,Cloud,23-01-2025 21:45,-0.737413062,0.615025598,0.510275509,0.586798679,13828,418,942
,AI,08-01-2025 05:44,0.558293263,0.671650435,0.764905156,0.480582462,8808,2518,868
,Finance,23-01-2025 22:35,0.444610812,0.536900858,0.221331143,0.922281397,19735,2813,563
T23386,Sports,,-0.158603787,0.166498148,0.438742101,0.39532505,9055,376,326
T35935,AI,10-01-2025 03:47,0.918617797,0.481081098,0.416834123,0.006646596,1161,3583,892
T31222,,,-0.417827293,0.505548514,0.557289074,0.305513971,,4565,295
T2018,AI,06-01-2025 02:54,-0.935908054,0.233990758,0.800929792,0.914635877,12310,1453,369
T2988,Sports,18-01-2025 23:15,-0.379595174,0.711824842,0.02660675,0.551029062,12467,2794,90
T29868,Sports,19-01-2025 04:51,-0.134760701,0.439420152,0.21529658,0.356123233,9362,767,192
T8975,Finance,21-01-2025 22:26,-0.344662446,0.015485256,0.560829732,,11242,3525,340
T12943,Sports,06-01-2025 00:51,0.77833926,0.789316239,0.298734347,0.25382643,11867,4992,872
T9708,Sports,19-01-2025 17:33,-0.08619603,0.737763691,0.04626043,0.190725816,10852,3460,908
T34454,Finance,11-01-2025 07:44,0.142290435,0.053815134,0.135295275,0.953341202,7658,1054,46
T15271,AI,01-01-2025 19:59,-0.465409737,0.84791582,0.755852032,0.619378315,5766,354,234
T37926,Cloud,01-01-2025 18:08,0.351825091,0.87169548,0.369054121,0.902263387,14956,3874,88
T13840,Sports,07-01-2025 22:11,,0.30933985,0.104618497,0.1711888,12580,1616,562
T30361,Sports,01-01-2025 09:34,0.843753674,0.004115474,0.996638892,0.966365982,,322,765
T17513,AI,22-01-2025 07:57,-0.583054963,0.75370425,0.112398913,0.129258997,19954,1974,419
T29392,Sports,13-01-2025 05:13,0.006636966,0.084681051,0.292724159,0.039448802,2446,4265,
T34182,AI,17-01-2025 21:05,-0.254568365,0.192819825,0.937686655,0.695286754,6813,3423,192
T20806,Cloud,15-01-2025 23:47,-0.978837664,0.056825902,0.916040132,0.675662739,10034,233,472
T24409,AI,10-01-2025 17:10,0.800973444,0.587898857,0.312968864,0.591990086,12231,2861,107
T5475,Sports,19-01-2025 04:42,-0.627946118,0.257749618,0.100023299,0.647417085,8822,2061,737
T22990,AI,03-01-2025 10:12,-0.155695305,0.688878033,0.24362629,0.074480557,,4222,40
T3880,Finance,16-01-2025 03:46,0.764508562,0.092273533,0.667886172,0.878029251,8207,2073,67
T9225,Cloud,06-01-2025 17:46,-0.140372754,0.319732452,0.245827143,0.830373056,8682,3831,899
T16849,AI,01-01-2025 15:07,0.40473144,0.099841795,0.249788694,0.828919258,12396,2299,165
T5604,Cloud,,-0.802093247,0.865315282,0.756406243,,19359,,187
T14285,Cloud,15-01-2025 06:17,-0.443980121,0.291846257,0.035289938,0.999423822,2056,4906,298
T21552,Finance,19-01-2025 09:08,-0.060300978,0.86096019,0.142028064,0.28483985,16435,1507,522
T14407,Sports,19-01-2025 18:00,0.893365581,0.977095373,0.547251741,0.641566998,9522,4976,461
T20863,Sports,02-01-2025 07:52,0.184252425,0.498431902,0.149189143,0.43609868,11459,3976,386
T3681,Cloud,22-01-2025 16:50,-0.148143194,0.432397306,0.932001825,0.365773227,4923,2627,122
T29946,Sports,04-01-2025 09:38,-0.965675405,0.654578328,0.325637654,0.511662685,6658,1672,400
T28869,AI,12-01-2025 21:19,0.596777021,0.403199477,0.59882071,0.183428495,14513,4956,212
T27005,Sports,19-01-2025 00:53,,0.678693037,0.863412171,0.739569923,633,2194,695
T4778,AI,07-01-2025 10:16,0.633017893,0.04699581,0.947385176,0.241889609,4105,1949,170
T12355,Sports,10-01-2025 05:42,0.513473129,0.444097397,0.869550145,0.471274562,9358,1687,639
T39954,Cloud,12-01-2025 14:05,0.428654746,0.494650077,,0.005596385,15674,2953,631
T16459,,19-01-2025 16:18,0.632783921,0.587859491,0.831871786,0.861536774,12388,4287,52
T39117,,,-0.081876618,0.670960409,0.31633392,0.473591658,1022,2243,607
T34853,Cloud,03-01-2025 06:04,0.6325921,0.983321274,0.40378575,0.573337648,16117,3633,162
T3230,Sports,10-01-2025 03:21,0.935345212,0.286950762,,,12438,4600,817
T24131,Finance,16-01-2025 06:02,0.477300085,0.152942901,0.828031638,0.87744944,10979,3334,2
T14012,Cloud,01-01-2025 22:26,0.361466562,0.501263986,0.881225761,0.167016452,14624,2066,726
T25268,Cloud,19-01-2025 13:16,-0.592099079,0.663336742,0.631350617,0.621574162,1479,4703,701
T14665,Cloud,05-01-2025 11:32,-0.834383161,0.113166562,0.878273231,0.19535572,17566,990,249
T28432,Finance,08-01-2025 18:12,0.344177356,0.820777948,0.225513547,0.993270892,2395,2717,704
T16153,Sports,01-01-2025 03:35,-0.409279477,0.864545372,0.836891566,,19574,534,523
T39521,,21-01-2025 04:14,0.917080369,0.454150545,0.448580417,0.218760325,11393,4497,
T23307,Sports,04-01-2025 01:27,-0.578157613,0.307433271,0.121924521,0.431893456,9469,62,532
T25234,,15-01-2025 01:01,-0.411366009,0.202530451,0.59877195,0.68540572,13521,2233,209
T5940,,23-01-2025 14:30,0.249481989,0.600481041,,0.099166516,14753,3679,530
T29098,Cloud,19-01-2025 03:22,,0.03773367,0.834407856,0.719022937,14919,2717,90
T26221,Sports,17-01-2025 22:01,-0.403375657,0.955971423,0.379036382,0.784905804,3048,1853,922
T23531,Cloud,22-01-2025 18:31,-0.203368647,0.02634756,0.226442328,0.400828034,10196,3579,365
T38424,AI,04-01-2025 04:40,0.645047597,0.399516797,0.765496313,0.238178295,19235,725,386
T35101,Sports,11-01-2025 18:37,0.984782814,0.74037589,0.216957906,0.226174383,15501,611,842
T16235,Sports,19-01-2025 08:35,-0.236917605,0.894317204,0.151262753,0.739310887,4245,1854,
T25032,Cloud,04-01-2025 19:02,,0.818488513,0.238385721,0.530168207,11221,1572,1
,Finance,07-01-2025 00:40,0.822887544,0.316585193,0.63526373,0.971662059,11210,168,
T334,Finance,05-01-2025 01:18,0.357686191,0.267238204,,0.342263819,12026,2049,461
T12150,,16-01-2025 08:14,0.8401417,0.467108381,0.256949252,0.685130591,3046,2927,814
T28719,AI,10-01-2025 03:12,0.923975265,0.917463741,0.481484529,0.43905726,11920,854,696
T30108,Cloud,13-01-2025 03:58,0.868369516,0.455573377,0.144436082,0.321511442,8729,1323,483
T29692,Finance,22-01-2025 05:02,,0.986689146,0.530406455,0.283955372,1301,2463,783
T39365,AI,17-01-2025 07:48,-0.17481698,0.740154291,0.613287619,0.236179395,13500,2569,463
T20514,Sports,15-01-2025 16:56,0.627329724,0.652350888,0.256209271,0.46076036,5568,1380,607
T266,Sports,,-0.054900035,0.77132751,0.238493942,0.795168384,14009,2530,802
T29146,Sports,19-01-2025 00:51,-0.533778085,0.921853431,0.222699971,0.994785346,9765,3621,200
T15868,Sports,22-01-2025 17:24,0.243271849,0.035674486,0.41210512,0.44017486,18900,4826,150
T27867,Sports,,0.8244603,0.449208349,0.997152043,0.326433782,3782,4302,993
T1420,AI,11-01-2025 11:15,-0.745381454,0.445873794,0.703809071,0.201268171,1312,3113,80
T36248,AI,04-01-2025 14:53,-0.914426454,0.695530636,0.336908107,0.442904799,6935,601,71
T38229,AI,04-01-2025 10:53,0.154851434,0.632779036,0.652783989,0.816177889,13417,3469,480
T8066,Sports,09-01-2025 23:34,0.712045697,0.207845989,0.893682831,0.515001079,16468,1676,330
T4160,AI,18-01-2025 03:22,0.716037875,0.663614985,0.588491154,0.956293753,13259,4066,102
T22643,AI,20-01-2025 23:13,0.357405631,0.751184716,0.163972349,0.732627174,18899,846,885
T20038,AI,01-01-2025 06:12,0.2096197,0.045862487,0.780682382,0.619520778,13940,4923,338
T340,Cloud,13-01-2025 03:46,-0.168339405,0.994615459,0.155057222,0.486049343,11638,3572,573
T32491,,09-01-2025 09:19,0.534955162,0.682891565,0.771910149,0.464550978,19750,1992,946
T36119,AI,,-0.442590358,0.400696853,0.891793101,0.437715847,1871,3392,973
T28827,Finance,10-01-2025 06:40,0.79201523,0.325785512,0.159150501,0.263052969,1762,670,797
T30287,Sports,,0.451232424,0.736233942,0.899883156,0.897109687,5107,1240,626
T10034,AI,22-01-2025 04:36,,0.016910616,0.2162821,0.83609403,13158,2223,309
T11990,Finance,07-01-2025 20:50,-0.757419302,0.351756974,0.374126825,0.851191656,19438,4288,226
T36891,Cloud,12-01-2025 04:05,0.123581784,0.639151937,0.058104601,0.523178894,12057,4298,355
T1250,Cloud,14-01-2025 03:35,0.733276636,0.783529473,0.624038357,0.54811331,7682,3800,43
T37617,AI,14-01-2025 23:11,0.726484215,0.742329108,0.122429593,0.482393508,1268,330,211
T27830,Cloud,09-01-2025 20:27,-0.22009702,0.636850709,0.81229795,0.287541209,9587,3681,904
T10276,AI,20-01-2025 21:12,0.329827776,0.668928957,0.006900004,0.699901242,13251,4610,401
T39692,Finance,01-01-2025 23:29,-0.805128177,0.625549892,0.266013295,0.865865813,18288,2157,755
T22109,Finance,02-01-2025 09:38,0.43920738,0.793452814,0.578688094,0.357083983,18739,89,555
T19163,Cloud,21-01-2025 17:47,0.468842166,0.743219371,0.65306865,0.705473478,18014,,718
T23723,Sports,20-01-2025 18:33,,0.779863936,0.927156064,0.192664982,17519,3716,724
T35815,Sports,12-01-2025 01:56,-0.623880295,0.713953492,0.561330724,0.582661519,,2231,561
T31182,Sports,06-01-2025 18:48,,0.191429232,0.998646693,0.220938034,9471,1466,834
T12082,,16-01-2025 10:12,0.31087851,0.017517079,0.479239684,0.697153841,5916,1816,412
T8406,Sports,,-0.085362187,0.188462726,0.463593461,0.859778888,12447,2359,662
T16662,Finance,09-01-2025 15:20,0.398771452,,0.460611375,0.13826266,,4064,64
T4937,AI,16-01-2025 06:26,-0.535207243,0.489009506,0.127417645,0.732678105,8471,1689,17
T19272,Cloud,18-01-2025 20:32,0.039185005,,0.361312154,0.241508949,6601,1427,821
T6130,Cloud,02-01-2025 07:29,0.078865361,,0.894414757,0.653222102,6391,1847,731
T7733,Finance,22-01-2025 00:38,-0.884810433,0.73953174,0.297825574,0.251338082,5981,572,505
T38429,Sports,04-01-2025 07:26,-0.424664651,0.220666755,0.812366124,0.385869678,12031,,587
T2712,Finance,16-01-2025 15:35,-0.016528884,0.416657524,0.471054829,,6298,3520,691
T20370,Finance,15-01-2025 04:33,0.243727599,0.806484748,0.208021791,0.958719413,11253,2799,844
T23509,Cloud,03-01-2025 03:14,0.43177119,0.253108007,0.507071072,0.14843604,6693,98,265
T22949,AI,10-01-2025 21:42,-0.068560867,0.250587971,0.6071602,0.234379994,4270,1982,262
T26964,Cloud,,-0.951641984,0.110474318,0.655802014,0.325207739,1221,1281,875
T5644,Cloud,22-01-2025 20:13,-0.395833569,0.949637332,0.425553863,0.275068376,13189,1259,292
T29275,Cloud,06-01-2025 11:24,0.364663164,0.76272553,0.437575786,0.548395371,6913,568,243
T22886,,11-01-2025 17:29,-0.39542461,0.576820856,0.889781797,0.590212525,18032,1922,965
T4583,Finance,11-01-2025 11:08,0.174030795,0.88321124,0.629597526,0.805897862,775,1019,402
,Finance,08-01-2025 11:47,0.283660444,0.733194755,0.056938261,0.995866282,9453,4488,312
T10744,Cloud,10-01-2025 06:33,0.453887726,0.159398995,0.142517975,0.743275708,8623,4590,481
T7897,AI,03-01-2025 13:32,-0.044315495,0.991414715,0.703257221,0.267800287,6681,2558,609
T29872,Sports,19-01-2025 06:30,0.018811693,0.397633793,0.557110192,0.416088059,12914,3911,
T11947,AI,01-01-2025 02:58,,0.562557943,0.787691873,0.855340442,9963,1407,943
T18030,,12-01-2025 07:51,-0.656323041,0.70025906,0.269470494,0.86758481,17103,4640,794
T34931,Finance,18-01-2025 17:04,-0.033875981,0.014683216,0.927227626,0.067491301,7822,2509,87
T32623,AI,21-01-2025 02:45,0.227311487,0.938679229,0.371970053,0.950879108,785,13,341
T19500,Cloud,17-01-2025 18:51,-0.396534747,0.28842612,0.211818509,0.948955002,4244,4622,258
T19268,Sports,18-01-2025 02:19,0.733753562,0.029062782,0.465050416,0.566671621,19503,1029,194
T22689,Cloud,18-01-2025 11:44,-0.078780697,0.722014801,0.043958437,0.102330032,17030,3786,730
T22931,Finance,02-01-2025 23:47,0.479401463,0.611406023,0.718304274,0.422376248,11739,378,601
T38190,,19-01-2025 15:43,0.927790127,0.693106331,0.468435994,0.788937977,10918,1377,342
T30722,AI,12-01-2025 09:26,-0.160183358,0.997867539,0.130368302,0.638786523,207,1900,363
T15950,Cloud,14-01-2025 20:39,-0.817485823,0.096036748,0.662313884,0.014918362,3108,2833,950
T31306,Finance,07-01-2025 12:49,0.469896532,0.109881219,,0.349669577,4638,4936,205
T36485,Cloud,17-01-2025 13:10,-0.411269597,0.710718142,0.175325316,0.771778085,13102,2652,165
T21156,Cloud,12-01-2025 01:49,0.591514897,0.301652916,0.457193553,0.462099814,10237,218,
T34491,Sports,18-01-2025 18:52,,0.977951171,,0.432164315,1053,,576
T130,AI,10-01-2025 05:12,-0.643574022,0.286361114,0.606400359,0.039845519,13389,952,517
T14700,Sports,17-01-2025 09:43,-0.385544934,0.145826817,0.901638434,0.059429837,10693,957,163
T6863,Sports,04-01-2025 19:03,0.052105384,0.68665096,0.916969899,0.522279047,9676,4330,473
T32650,Sports,15-01-2025 18:59,-0.137326066,0.283240218,0.951856489,0.71949178,,2152,146
T18558,Sports,20-01-2025 00:42,0.762626342,0.283898795,0.556286842,0.353495745,9935,,643
T19816,Finance,16-01-2025 23:48,,0.264530076,,,16278,2264,980
T18492,AI,02-01-2025 17:02,-0.022413019,0.685942603,0.454444714,0.084595634,4306,3756,429
T3471,Sports,15-01-2025 16:44,0.830727458,0.362982626,0.741356146,0.526639481,18661,4105,172
T28588,Finance,20-01-2025 23:00,0.320769378,0.384406086,0.039375267,0.292285274,17198,3773,959
T6280,Cloud,13-01-2025 11:33,0.759137977,0.089967811,0.14359621,0.335261701,15216,581,163
T22196,Finance,24-01-2025 03:13,0.611702692,,0.36084211,0.093730437,8050,3454,421
T6593,AI,11-01-2025 21:07,-0.169538142,0.571111413,0.955801004,0.396380964,4893,3939,120
T18774,Sports,13-01-2025 00:05,-0.151615504,0.575153006,0.477033168,0.623928952,7014,2894,179
T27321,Cloud,21-01-2025 08:41,0.24261448,0.011889546,0.333166436,0.362903907,18068,4213,908
T27549,Finance,11-01-2025 09:57,0.932256228,,0.166214752,0.253897603,12057,1758,246
T13594,Finance,19-01-2025 17:26,0.190025653,0.20593819,0.968122902,0.019937543,14388,4829,517
T2334,Sports,03-01-2025 07:59,-0.848867246,0.278130766,0.286084701,0.296377347,2759,2643,411
T31326,Sports,21-01-2025 12:04,0.166654812,0.021980864,0.32422637,0.529727702,11443,3665,345
T2447,Cloud,23-01-2025 06:43,0.521591845,0.166972303,0.589312529,0.683152289,6930,3191,557
T20341,Sports,16-01-2025 11:57,-0.232660156,0.645836978,0.05854781,0.132251756,6615,2057,954
T30679,Finance,17-01-2025 03:12,-0.471930983,0.337889234,0.929680597,,7132,2318,774
T12270,AI,09-01-2025 22:09,,0.590143195,0.86780557,0.33742335,,1182,904
T21210,Finance,11-01-2025 18:20,-0.84568902,0.859588715,0.618977813,0.487170601,11897,4521,21
T36468,Sports,04-01-2025 00:19,0.38486205,0.690484671,0.290454447,0.667798259,1698,4600,384
T39199,Cloud,14-01-2025 07:42,0.654654967,0.39850658,0.652475382,0.937301004,2592,1019,66
T6380,Cloud,23-01-2025 09:32,-0.629467052,0.026391566,0.379360888,0.001428984,17190,526,423
T16292,Sports,06-01-2025 02:26,0.049647543,0.690119035,0.30780984,0.595073313,8709,1146,914
T16955,Sports,12-01-2025 03:52,0.937901428,0.467168494,0.424528098,0.355573789,16949,662,85
T5316,Cloud,05-01-2025 03:46,0.831697026,0.102398975,0.880647265,0.556962678,9761,425,754
T29347,Cloud,19-01-2025 16:35,-0.450264635,0.439995548,0.912626113,0.489280171,8539,3652,894
T19534,Sports,08-01-2025 22:55,0.729769579,0.373586557,0.334874262,0.985487484,12864,712,996
T13521,AI,15-01-2025 01:16,,0.673033515,0.671491343,,15685,1728,306
T10689,Cloud,13-01-2025 15:46,0.823344266,0.068557529,0.472671437,0.193609113,6766,1129,965
T28964,AI,22-01-2025 14:25,,0.805070654,0.624927712,0.075237419,9437,3970,366
T14300,Sports,17-01-2025 00:57,0.531685261,0.210911648,0.951023976,,12359,,333
T12925,Sports,09-01-2025 08:18,-0.775692584,0.865894275,0.933191746,0.577073157,19504,1342,48
T21135,Finance,23-01-2025 09:09,-0.420441929,0.796410869,0.377324489,0.717643244,13563,3873,453
T19681,Finance,02-01-2025 05:34,0.046469727,0.149557581,0.341903973,0.911729849,2118,4557,
T19119,Cloud,16-01-2025 05:29,0.714559474,,0.09540307,0.132216625,3755,3896,751
T32322,Finance,17-01-2025 00:31,0.011214542,0.402456336,0.52016021,0.384399616,19879,947,259
T30765,Sports,13-01-2025 00:13,0.63178116,0.575690322,0.03734653,0.199771919,3518,1183,228
,Finance,18-01-2025 14:47,0.476115782,0.729939724,0.242560752,0.81848446,18323,2330,308
T10137,Finance,13-01-2025 16:22,0.78512899,0.821987287,0.462612721,0.987014095,6215,468,873
T14955,Finance,10-01-2025 21:35,0.674729079,0.842128382,0.244128455,0.080110311,10335,3631,537
T29555,AI,02-01-2025 15:58,-0.913575527,0.712434963,0.431411007,0.534884655,15521,3083,533
T18988,AI,02-01-2025 13:28,,0.624799497,0.982058684,0.619154804,3894,1265,398
T14699,AI,07-01-2025 22:57,0.531353508,0.554639825,0.926757149,0.98888765,440,,480
T31387,Sports,14-01-2025 20:04,0.063069614,0.689195661,0.311166308,0.068312541,9048,1054,622
,Sports,09-01-2025 08:52,-0.633462131,0.971424015,0.113533657,0.052502818,9278,1183,43
T18514,Cloud,24-01-2025 00:00,0.771911041,0.439592422,0.722483802,0.841189022,2611,2812,91
T23458,Finance,06-01-2025 02:17,0.948002319,0.092136324,0.65375399,0.697072532,14480,3373,719
T5989,AI,13-01-2025 15:01,0.77320066,,0.631553529,0.378136475,14010,1591,153
T26369,AI,14-01-2025 04:49,-0.39821059,0.731212431,0.471352445,0.353947769,2774,3127,852
T16664,Finance,09-01-2025 19:05,-0.117146354,0.125333895,0.241551537,0.303777058,10520,989,328
T3861,AI,,0.98077066,0.336082947,0.742912514,0.690795008,10352,3376,952
T8607,Cloud,23-01-2025 13:03,-0.200190763,0.045714579,0.274297508,0.194254864,6180,4196,1000
T10680,Sports,24-01-2025 00:56,-0.463271822,0.507184381,0.03660075,0.946364268,16918,1019,427
T23540,Finance,08-01-2025 21:24,-0.095309771,0.691893985,0.477566661,0.713779759,9145,,
